movie_id,title_clean,id
1880,lawn dogs,35796
1881,quest for camelot,18937
1882,godzilla,929
1883,bulworth,9452
1884,fear and loathing in las vegas,1878
1886,i got the hook up,40505
1887,almost heroes,14342
1888,hope floats,9715
1889,insomnia,26610
1890,little boy blue,20064
1893,beyond silence,312
1894,six days seven nights,6068
1895,can't hardly wait,15037
1896,cousin bette,50043
1897,high art,37636
1899,passion in the desert,60951
1901,dear jesse,416437
1902,dream for an insomniac,32284
1903,hav plenty,51955
1904,henry fool,37410
1906,mr. jealousy,53765
1907,mulan,10674
1908,resurrection man,136134
1910,i went down,12655
1911,doctor dolittle,3050
1912,out of sight,1389
1913,picnic at hanging rock,11020
1914,smoke signals,20862
1915,voyage to the beginning of the world,108548
1917,armageddon,95
1918,lethal weapon 4,944
1919,madeline,35680
1920,small soldiers,11551
1921,pi,473
1922,whatever,102304
1923,there's something about mary,544
1924,plan 9 from outer space,10513
1925,wings,28966
1927,all quiet on the western front,143
1928,cimarron,42861
1929,grand hotel,33680
1930,cavalcade,56164
1931,mutiny on the bounty,12311
1934,you can't take it with you,34106
1935,how green was my valley,43266
1936,mrs. miniver,27367
1937,going my way,17661
1940,gentleman's agreement,33667
1941,hamlet,10549
1942,all the king's men,25430
1944,from here to eternity,11426
1945,on the waterfront,654
1946,marty,15919
1947,west side story,1725
1948,tom jones,5769
1950,in the heat of the night,10633
1951,oliver!,17917
1952,midnight cowboy,3116
1954,rocky,1366
1955,kramer vs. kramer,12102
1956,ordinary people,16619
1957,chariots of fire,9443
1958,terms of endearment,11050
1959,out of africa,606
1961,rain man,380
1962,driving miss daisy,403
1963,take the money and run,11485
1964,klute,466
1965,repo man,13820
1966,metropolitan,15389
1967,labyrinth,13597
1973,freddy's dead: the final nightmare,11284
1974,friday the 13th,4488
1975,friday the 13th part 2,9725
1977,friday the 13th: the final chapter,9730
1979,friday the 13th part vi: jason lives,10225
1980,friday the 13th part vii: the new blood,10281
1981,friday the 13th part viii: jason takes manhattan,10283
1982,halloween,948
1983,halloween ii,11281
1984,halloween iii: season of the witch,10676
1985,halloween 4: the return of michael myers,11357
1986,halloween 5: the revenge of michael myers,11361
1987,prom night,36599
1988,hello mary lou: prom night ii,39929
1989,prom night iii: the last kiss,41828
1990,prom night iv: deliver us from evil,41769
1991,child's play,10585
1992,child's play 2,11186
1993,child's play 3,11187
1994,poltergeist,609
1995,poltergeist ii: the other side,11133
1996,poltergeist iii,10306
1998,exorcist ii: the heretic,11586
2000,lethal weapon,941
2001,lethal weapon 2,942
2002,lethal weapon 3,943
2003,gremlins,927
2004,gremlins 2: the new batch,928
2007,polish wedding,38509
2008,"this world, then the fireworks",60033
2009,soylent green,12101
2010,metropolis,19
2011,back to the future part ii,165
2012,back to the future part iii,196
2014,freaky friday,16084
2017,babes in toyland,32611
2018,bambi,3170
2020,dangerous liaisons,859
2021,dune,841
2025,lolita,9769
2026,disturbing behavior,9424
2028,saving private ryan,857
2029,billy's hollywood screen kiss,17539
2035,blackbeard's ghost,16249
2036,blank check,13962
2037,candleshoe,14612
2039,cheetah,65157
2041,condorman,19379
2042,d2: the mighty ducks,11164
2043,darby o'gill and the little people,18887
2046,flight of the navigator,10122
2050,herbie goes bananas,12129
2051,herbie goes to monte carlo,14140
2052,hocus pocus,10439
2054,"honey, i shrunk the kids",9354
2056,in search of the castaways,34774
2060,baseketball,14013
2061,full tilt boogie,36606
2064,roger & me,1779
2066,out of the past,678
2067,doctor zhivago,907
2070,tender mercies,42121
2071,and the band played on,2887
2073,fandango,20348
2075,mephisto,11911
2076,blue velvet,793
2079,kidnapped,43037
2080,lady and the tramp,10340
2084,newsies,15300
2085,101 dalmatians,11674
2086,one magic christmas,13380
2087,peter pan,10693
2088,popeye,11335
2091,return from witch mountain,14822
2093,return to oz,13155
2096,sleeping beauty,10882
2097,something wicked this way comes,24808
2098,son of flubber,19762
2099,song of the south,13850
2100,splash,2619
2101,squanto: a warrior's tale,65158
2103,tall tale,41841
2104,tex,27332
2105,tron,97
2106,swing kids,10419
2107,halloween: h20,11675
2108,l.a. story,2107
2110,dead men don't wear plaid,9442
2112,grand canyon,13697
2113,graveyard shift,19158
2115,indiana jones and the temple of doom,87
2117,nineteen eighty-four,9314
2119,maximum overdrive,9980
2120,needful things,10657
2121,cujo,10489
2122,children of the corn,10823
2123,all dogs go to heaven,11497
2125,ever after: a cinderella story,9454
2126,snake eyes,8688
2127,"first love, last rites",118452
2128,safe men,16155
2130,atlantic city,23954
2132,who's afraid of virginia woolf?,396
2133,adventures in babysitting,14367
2134,weird science,11814
2135,doctor dolittle,3050
2137,charlotte's web,15171
2138,watership down,11837
2143,legend,11976
2144,sixteen candles,15144
2145,pretty in pink,11522
2146,st. elmo's fire,11557
2148,house,11415
2149,house ii: the second story,37530
2152,air bud: golden receiver,21661
2154,how stella got her groove back,33644
2159,henry: portrait of a serial killer,10692
2160,rosemary's baby,805
2163,attack of the killer tomatoes!,2182
2164,surf nazis must die,28070
2166,return to paradise,10278
2167,blade,36647
2168,dance with me,17915
2169,dead man on campus,14557
2170,wrongfully accused,9417
2174,beetlejuice,4011
2175,déjà vu,161795
2176,rope,1580
2177,family plot,5854
2178,frenzy,573
2179,topaz,2370
2180,torn curtain,5780
2181,marnie,506
2185,i confess,30159
2186,strangers on a train,845
2187,stage fright,1978
2188,54,3682
2193,willow,847
2195,dirty work,14577
2196,knock off,37498
2197,firelight,38621
2198,modulations,59138
2199,phoenix,28047
2200,under capricorn,4175
2202,lifeboat,13321
2203,shadow of a doubt,21734
2204,saboteur,31997
2205,mr. & mrs. smith,24197
2206,suspicion,11462
2207,jamaica inn,31995
2209,young and innocent,2762
2210,sabotage,12684
2211,secret agent,2761
2213,waltzes from vienna,52907
2214,number seventeen,15007
2215,rich and strange,36049
2217,elstree calling,75793
2219,murder!,31930
2221,blackmail,543
2222,champagne,36054
2224,downhill,52782
2225,easy virtue,36055
2231,rounders,10220
2232,cube,431
2233,digging to china,31641
2234,let's talk about sex,223318
2235,one man's hero,69848
2236,simon birch,22796
2237,without limits,22256
2240,my bodyguard,21873
2241,class,21500
2242,"grandview, u.s.a.",84116
2243,broadcast news,12626
2245,working girl,3525
2247,married to the mob,2321
2248,say anything...,2028
2249,my blue heaven,16384
2250,men don't leave,91217
2252,hero,10699
2253,toys,11597
2254,choices,218624
2255,young doctors in love,47947
2256,parasite,48311
2257,no small affair,44772
2259,blame it on rio,14347
2260,wisdom,41090
2261,one crazy summer,18282
2262,about last night...,18169
2264,we're no angels,5971
2265,nothing but trouble,11933
2267,mortal thoughts,30815
2269,indecent proposal,4478
2271,permanent midnight,22318
2272,one true thing,53113
2273,rush hour,2109
2274,lilian's story,122289
2275,six-string samurai,24746
2277,somewhere in the city,193103
2278,ronin,8195
2279,urban legend,9877
2280,clay pigeons,26618
2281,monument ave.,21132
2282,pecker,11855
2284,bandit queen,14785
2285,if....,14794
2287,them!,11071
2290,stardust memories,11337
2291,edward scissorhands,162
2292,overnight delivery,25723
2293,shadrach,73351
2294,antz,8916
2297,what dreams may come,12159
2298,strangeland,27791
2301,history of the world: part i,10156
2302,my cousin vinny,10377
2303,nashville,3121
2305,slam,37532
2306,holy man,9713
2307,one tough cop,134368
2308,detroit 9000,85837
2311,2010,4437
2312,children of a lesser god,1890
2314,beloved,39437
2315,bride of chucky,11932
2316,practical magic,6435
2318,happiness,10683
2319,reach the rock,63709
2320,apt pupil,9445
2321,pleasantville,2657
2322,soldier,9425
2325,orgazmo,8675
2326,shattered image,125762
2327,tales from the darkside: the movie,20701
2328,vampires,9945
2329,american history x,73
2331,living out loud,46889
2332,belly,12888
2333,gods and monsters,3033
2336,elizabeth,4518
2337,velvet goldmine,1808
2338,i still know what you did last summer,3600
2339,i'll be home for christmas,17037
2340,meet joe black,297
2341,dancing at lughnasa,5332
2342,hard core logo,21589
2344,runaway train,11893
2345,desert bloom,123056
2349,mona lisa,10002
2350,heart condition,41817
2353,enemy of the state,9798
2356,celebrity,9466
2358,savior,2042
2361,pink flamingos,692
2362,glen or glenda,24018
2366,king kong,244
2367,king kong,244
2368,king kong lives,31947
2369,desperately seeking susan,8130
2371,fletch,9749
2372,fletch lives,14628
2373,red sonja,9626
2374,gung ho,13698
2377,lifeforce,11954
2378,police academy,9336
2379,police academy 2: their first assignment,10157
2380,police academy 3: back in training,12118
2381,police academy 4: citizens on patrol,10587
2383,police academy 6: city under siege,11895
2384,babe: pig in the city,9447
2385,home fries,12257
2387,very bad things,10029
2389,psycho,539
2390,little voice,8545
2392,jack frost,9745
2393,star trek: insurrection,200
2395,rushmore,11545
2396,shakespeare in love,1934
2397,mass appeal,110643
2398,miracle on 34th street,10510
2399,santa claus: the movie,13764
2400,prancer,24951
2401,pale rider,8879
2402,rambo: first blood part ii,1369
2403,first blood,1368
2404,rambo iii,1370
2406,romancing the stone,9326
2407,cocoon,10328
2408,cocoon: the return,11285
2409,rocky ii,1367
2410,rocky iii,1371
2411,rocky iv,1374
2412,rocky v,1375
2413,clue,15196
2414,young sherlock holmes,11904
2416,back to school,15596
2417,heartburn,13818
2418,nothing in common,29968
2424,you've got mail,9489
2429,mighty joe young,9822
2430,mighty joe young,9822
2431,patch adams,10312
2432,stepmom,9441
2434,down in the delta,125582
2435,hurlyburly,24525
2436,tea with mussolini,10368
2437,wilde,11365
2438,outside ozona,140897
2439,affliction,31662
2440,another day in paradise,36136
2442,hilary and jackie,46992
2443,playing by heart,825
2444,24 7: twenty four seven,22913
2445,at first sight,15556
2446,in dreams,28902
2447,varsity blues,14709
2448,virus,9423
2450,howard the duck,10658
2457,running scared,15698
2458,armed and dangerous,2620
2461,leatherface: texas chainsaw massacre iii,25018
2463,ruthless people,12151
2464,trick or treat,25438
2465,deadly friend,33278
2466,belizaire the cajun,274253
2468,jumpin' jack flash,10945
2469,peggy sue got married,10013
2470,crocodile dundee,9671
2471,crocodile dundee ii,9396
2472,tough guys,11038
2473,soul man,12278
2475,52 pick-up,18588
2476,heartbreak ridge,10015
2477,firewalker,12715
2479,gloria,45712
2481,my name is joe,8129
2482,still crazy,1618
2485,she's all that,10314
2487,"blood, guts, bullets and octane",47139
2488,peeping tom,11167
2490,payback,2112
2491,simply irresistible,16172
2492,20 dates,111794
2496,blast from the past,11622
2497,message in a bottle,10207
2498,my favorite martian,9849
2500,jawbreaker,18892
2501,october sky,13466
2502,office space,1542
2504,200 cigarettes,15256
2505,8mm,8224
2507,breakfast of champions,12479
2509,eight days a week,15209
2510,just the ticket,26425
2513,pet sematary,8913
2514,pet sematary ii,10906
2515,children of the corn ii: the final sacrifice,25748
2517,christine,8769
2518,night shift,14742
2519,house on haunted hill,15856
2520,airport,10671
2521,airport 1975,27932
2522,airport '77,7227
2523,rollercoaster,10670
2525,alligator,33518
2526,meteor,40160
2527,westworld,2362
2528,logan's run,10803
2529,planet of the apes,871
2530,beneath the planet of the apes,1685
2531,battle for the planet of the apes,1705
2532,conquest of the planet of the apes,1688
2533,escape from the planet of the apes,1687
2534,avalanche,166680
2535,earthquake,11123
2537,beyond the poseidon adventure,31638
2539,analyze this,9535
2541,cruel intentions,796
2543,six ways to sunday,47501
2545,relax... it's just sex,84586
2547,harvest,107946
2549,wing commander,10350
2551,dead ringers,9540
2552,my boyfriend's back,31503
2553,village of the damned,12122
2554,children of the damned,30202
2555,baby geniuses,22345
2556,telling you,53685
2558,forces of nature,1641
2560,ravenous,10212
2561,true crime,37144
2562,bandits,11526
2566,doug's 1st movie,16508
2567,edtv,11374
2569,among giants,125123
2572,10 things i hate about you,4951
2573,tango,65749
2576,"love, etc.",186705
2577,metroland,30950
2579,following,11660
2580,go,9430
2581,never been kissed,11355
2583,cookie's fortune,9465
2584,foolish,27455
2587,life,6522
2588,clubland,18425
2589,friends & lovers,114719
2590,hideous kinky,10209
2597,lost & found,39964
2598,pushing tin,12596
2599,election,9451
2600,existenz,1946
2603,nô,139445
2604,let it come down: the life of paul bowles,74140
2605,entrapment,1844
2606,idle hands,6552
2607,get real,24584
2608,heaven,213985
2610,three seasons,4154
2612,mildred pierce,3309
2613,night of the comet,18462
2615,my science project,18252
2616,dick tracy,8592
2619,mascara,140519
2620,this is my father,25232
2623,trippin',53862
2624,after life,17962
2626,edge of seventeen,4927
2627,endurance,122190
2628,star wars: episode i - the phantom menace,1893
2631,frogs for snakes,95627
2639,mommie dearest,15660
2640,superman,1924
2641,superman ii,8536
2642,superman iii,9531
2643,superman iv: the quest for peace,11411
2644,dracula,6114
2645,dracula,6114
2646,house of dracula,30793
2647,house of frankenstein,3103
2648,frankenstein,3035
2649,son of frankenstein,3077
2651,frankenstein meets the wolf man,3076
2653,son of dracula,32023
2656,tarantula,9077
2659,it came from hollywood,30168
2661,it came from outer space,19483
2663,it came from beneath the sea,29959
2664,invasion of the body snatchers,11549
2665,earth vs. the flying saucers,18158
2666,it conquered the world,27625
2668,swamp thing,17918
2669,pork chop hill,37305
2670,"run silent, run deep",18784
2671,notting hill,509
2675,twice upon a yesterday,55912
2676,instinct,12117
2677,buena vista social club,11779
2678,desert blue,41730
2680,floating,100568
2681,free enterprise,13533
2682,limbo,62676
2683,austin powers: the spy who shagged me,817
2687,tarzan,37135
2693,trekkies,15800
2694,big daddy,9032
2697,my son the fanatic,55955
2698,zone 39,67067
2699,arachnophobia,6488
2701,wild wild west,8487
2702,summer of sam,10279
2703,broken vessels,125263
2706,american pie,2105
2707,arlington road,1073
2709,muppets from space,10208
2711,my life so far,48958
2712,eyes wide shut,345
2713,lake placid,9825
2716,ghostbusters,620
2717,ghostbusters ii,2978
2718,drop dead gorgeous,10490
2720,inspector gadget,332
2721,trick,1812
2722,deep blue sea,8914
2723,mystery men,9824
2724,runaway bride,4806
2725,twin falls idaho,33430
2727,killer's kiss,10056
2728,spartacus,967
2729,lolita,9769
2730,barry lyndon,3175
2733,vibes,21185
2736,brighton beach memoirs,32060
2737,assassination,48686
2741,no mercy,26789
2743,native son,108312
2746,little shop of horrors,10776
2750,radio days,30890
2751,from the hip,24081
2752,outrageous fortune,20242
2754,deadtime stories,66194
2755,light of day,2115
2756,wanted: dead or alive,23599
2757,frances,3526
2758,plenty,41166
2759,dick,16406
2767,illuminata,91076
2768,stiff upper lips,89861
2770,bowfinger,11353
2771,brokedown palace,17707
2772,detroit rock city,9781
2774,better than chocolate,18212
2775,head on,13817
2777,cobra,38715
2778,never talk to strangers,48781
2779,heaven can wait,12185
2785,tales of terror,29074
2786,haunted honeymoon,24103
2787,cat's eye,10552
2788,and now for something completely different,9267
2789,damien: omen ii,10766
2791,airplane!,813
2792,airplane ii: the sequel,2665
2795,vacation,296099
2796,funny farm,14170
2797,big,2280
2798,problem child,11077
2799,problem child 2,28597
2800,little nemo: adventures in slumberland,22611
2802,tequila sunrise,10396
2805,mickey blue eyes,10154
2806,teaching mrs. tingle,10342
2807,universal soldier: the return,10366
2808,universal soldier,9349
2809,love stinks,15122
2810,perfect blue,10494
2811,with friends like these...,126152
2812,in too deep,22314
2815,iron eagle,11037
2816,iron eagle ii,11955
2818,iron eagle iv,28737
2819,three days of the condor,11963
2820,hamlet,10549
2821,male and female,53761
2822,medicine man,9096
2824,on the ropes,113273
2828,dudley do-right,17709
2833,lucie aubrac,52366
2835,chill factor,2162
2836,outside providence,14578
2838,i woke up early the day i died,4338
2840,stigmata,10307
2841,stir of echoes,11601
2842,best laid plans,18621
2847,only angels have wings,43832
2848,othello,16420
2849,queens logic,49792
2850,public access,77064
2851,saturn 3,19761
2855,nightmares,42114
2856,i saw what you did,28295
2857,yellow submarine,12105
2858,american beauty,14
2859,stop making sense,24128
2860,blue streak,11001
2861,for love of the game,10390
2862,caligula,9453
2864,splendor,35122
2865,sugar town,142132
2867,fright night,11797
2870,barefoot in the park,17887
2871,deliverance,10669
2872,excalibur,11527
2873,lulu on the bridge,42848
2875,sommersby,1049
2876,thumbelina,28032
2877,tommy,11326
2878,hell night,28377
2881,double jeopardy,10398
2882,jakob the liar,2290
2883,mumford,24071
2884,dog park,62994
2885,guinevere,60994
2887,simon sez,32305
2888,drive me crazy,14429
2889,"mystery, alaska",15198
2890,three kings,6415
2891,"happy, texas",24066
2892,new rose hotel,21430
2893,plunkett & macleane,10381
2894,romance,77412
2895,napoleon and samantha,42486
2896,alvarez kelly,60285
2899,gulliver's travels,42518
2900,monkey shines,29787
2901,phantasm,9638
2902,psycho ii,10576
2903,psycho iii,12662
2904,rain,61369
2905,sanjuro,11712
2906,random hearts,12618
2907,superstar,13824
2908,boys don't cry,226
2914,molly,44857
2915,risky business,9346
2916,total recall,861
2917,body heat,14412
2918,ferris bueller's day off,9377
2921,high plains drifter,11901
2922,hang 'em high,4929
2926,hairspray,11054
2927,brief encounter,851
2929,reds,18254
2930,return with honor,56235
2932,days of heaven,16642
2936,sullivan's travels,16305
2939,niagara,19997
2940,gilda,3767
2941,south pacific,17352
2942,flashdance,535
2943,indochine,2731
2945,mike's murder,31043
2946,help!,14831
2947,goldfinger,658
2948,from russia with love,657
2949,dr. no,646
2953,home alone 2: lost in new york,772
2954,penitentiary,65448
2955,penitentiary ii,65452
2956,someone to watch over me,31650
2957,sparrows,73575
2958,naturally native,302579
2959,fight club,550
2960,beefcake,97537
2962,fever pitch,1610
2963,joe the king,53151
2964,julien donkey-boy,42881
2968,time bandits,36819
2970,fitzcarraldo,9343
2971,all that jazz,16858
2973,crimes and misdemeanors,11562
2974,bats,10496
2976,bringing out the dead,8649
2977,crazy in alabama,31306
2978,three to tango,10563
2979,body shots,14484
2980,men cry bullets,214735
2984,on any sunday,29251
2985,robocop,5548
2986,robocop 2,5549
2988,melvin and howard,38772
2989,for your eyes only,699
2990,licence to kill,709
2991,live and let die,253
2992,rawhead rex,13511
2993,thunderball,660
2996,music of the heart,26149
2997,being john malkovich,492
2998,dreaming of joseph lees,108346
2999,man of the century,98480
3007,american movie,14242
3008,last night,16129
3009,portraits chinois,104103
3010,rosetta,11489
3011,"they shoot horses, don't they?",28145
3012,battling butler,51371
3013,bride of re-animator,18111
3014,bustin' loose,31361
3015,coma,11223
3016,creepshow,16281
3017,creepshow 2,16288
3018,re-animator,1694
3019,drugstore cowboy,476
3020,falling down,37094
3023,my best girl,73969
3024,piranha,24831
3026,slaughterhouse,85160
3029,nighthawks,21610
3030,yojimbo,11878
3031,repossessed,11510
3033,spaceballs,957
3034,robin hood,11886
3035,mister roberts,37853
3036,quest for fire,62204
3037,little big man,11040
3039,trading places,1621
3040,meatballs,14035
3041,meatballs part ii,40771
3043,meatballs 4,40773
3044,dead again,11498
3045,peter's friends,11790
3048,under the rainbow,47941
3049,how i won the war,29048
3050,light it up,19052
3051,anywhere but here,21349
3052,dogma,1832
3055,felicia's journey,47692
3056,oxygen,18561
3057,where's marlowe?,144953
3059,british intelligence,51787
3061,holiday inn,13485
3063,poison ivy,9264
3065,ten benny,124853
3066,tora! tora! tora!,11165
3067,women on the verge of a nervous breakdown,4203
3071,stand and deliver,29154
3072,moonstruck,2039
3074,jeremiah johnson,11943
3075,repulsion,11481
3076,irma la douce,2690
3077,42 up,20565
3078,liberty heights,27141
3079,mansfield park,10399
3081,sleepy hollow,2668
3084,home page,159569
3087,scrooged,9647
3088,harvey,11787
3090,matewan,24276
3091,kagemusha,11953
3093,mccabe & mrs. miller,29005
3094,maurice,26371
3096,my man godfrey,13562
3099,shampoo,31121
3101,fatal attraction,10998
3102,jagged edge,12235
3103,stanley & iris,36094
3104,midnight run,9013
3105,awakenings,11005
3106,come see the paradise,59820
3107,backdraft,2924
3110,country,42087
3111,places in the heart,13681
3113,end of days,9946
3114,toy story 2,863
3115,flawless,31582
3116,miss julie,125520
3117,ride with the devil,22267
3118,tumbleweeds,55123
3122,santa fe trail,1718
3124,agnes browne,15506
3129,sweet and lowdown,9684
3132,daddy long legs,33218
3133,go west,33015
3138,stealing home,32331
3139,tarzan the fearless,76083
3142,u2: rattle and hum,18161
3143,hell in the pacific,31681
3146,deuce bigalow: male gigolo,10402
3149,diamonds,35118
3154,blood on the sun,75888
3155,anna and the king,1439
3156,bicentennial man,2277
3157,stuart little,10137
3159,fantasia 2000,49948
3160,magnolia,334
3161,onegin,30237
3162,simpatico,50116
3163,topsy-turvy,46435
3165,boiling point,22213
3166,brenda starr,47070
3167,carnal knowledge,36492
3168,easy rider,624
3170,hi-yo silver,415072
3171,room at the top,43103
3173,any given sunday,9563
3174,man on the moon,1850
3175,galaxy quest,926
3177,next friday,10471
3179,angela's ashes,10397
3180,play it to the bone,20761
3181,titus,12524
3184,montana,30814
3185,snow falling on cedars,10219
3186,"girl, interrupted",3558
3187,trans,104878
3189,my dog skip,17908
3190,supernova,10384
3193,creature,73963
3195,tess of the storm country,71067
3196,stalag 17,632
3198,papillon,5924
3199,pal joey,33734
3201,five easy pieces,26617
3203,dead calm,10493
3206,against all odds,22160
3210,fast times at ridgemont high,13342
3212,born to win,21256
3213,batman: mask of the phantasm,14919
3214,american flyers,14040
3215,voyage of the damned,75641
3218,poison,47620
3219,pacific heights,2990
3220,night tide,38775
3222,carmen,21193
3225,down to you,10472
3229,another man's poison,53714
3232,seven chances,32600
3233,smashing time,110479
3234,train ride to hollywood,299121
3235,where the buffalo roam,13005
3236,zachariah,65134
3238,eye of the beholder,18681
3242,santitos,46835
3243,encino man,10406
3246,malcolm x,1883
3247,sister act,2005
3248,sister act 2: back in the habit,6279
3250,alive,7305
3251,agnes of god,24735
3252,scent of a woman,9475
3253,wayne's world,8872
3254,wayne's world 2,8873
3256,patriot games,9869
3258,death becomes her,9374
3259,far and away,11259
3260,howards end,8293
3261,singles,11068
3262,twin peaks: fire walk with me,1923
3263,white men can't jump,10158
3264,buffy the vampire slayer,10206
3268,stop! or my mom will shoot,9876
3269,forever young,10326
3271,of mice and men,9609
3272,bad lieutenant,12143
3273,scream 3,4234
3274,single white female,9605
3276,gun shy,29076
3279,knockout,121940
3282,different for girls,106837
3283,minnie and moskowitz,24349
3284,they might be giants,27841
3286,snow day,15489
3288,cotton mary,68546
3290,soft toilet seats,279444
3291,trois,77908
3293,conceiving ada,96484
3294,eaten alive,30062
3295,raining stones,62463
3297,with byrd at the south pole,101383
3298,boiler room,14181
3299,hanging up,10385
3300,pitch black,2787
3302,beautiful people,61416
3303,black tar heroin: the dark end of the street,79515
3304,blue collar,14839
3305,bluebeard,42186
3307,city lights,901
3313,class reunion,33374
3315,happy go lovely,127602
3316,reindeer games,2155
3317,wonder boys,11004
3318,deterrence,25212
3319,judy berlin,36048
3322,3 strikes,47816
3323,chain of fools,20682
3324,drowning mona,25166
3326,what planet are you from?,10416
3327,beyond the mat,14271
3328,ghost dog: the way of the samurai,4816
3330,splendor in the grass,28569
3331,my tutor,2193
3334,key largo,11016
3335,jail bait,23020
3336,it happened here,54195
3338,for all mankind,20423
3339,cross of iron,10839
3340,bride of the monster,36489
3341,born yesterday,24481
3342,birdy,11296
3343,and god created woman,61651
3344,blood feast,28172
3345,"charlie, the lonesome cougar",57855
3346,color me blood red,28180
3347,never cry wolf,14280
3351,two thousand maniacs!,28177
3352,brown's requiem,64166
3354,mission to mars,2067
3358,defending your life,12186
3359,breaking away,20283
3360,hoosiers,5693
3361,bull durham,287
3362,dog day afternoon,968
3363,american graffiti,838
3366,where eagles dare,11046
3370,betrayed,31618
3371,bound for glory,42232
3373,buck and the preacher,26928
3374,daughters of the dust,68427
3375,destination moon,25392
3379,on the beach,35412
3380,railroaded!,43463
3381,slaves to the underground,59939
3382,song of freedom,159727
3385,volunteers,19259
3386,jfk,820
3387,who's harry crumb?,11718
3388,harry and the hendersons,8989
3389,let's get harry,32031
3390,shanghai surprise,58048
3392,she-devil,11157
3393,date with an angel,28370
3394,blind date,918
3395,nadine,61178
3399,sesame street presents follow that bird,36536
3400,we're back! a dinosaur's story,18890
3402,turtle diary,123047
3403,raise the titanic,24575
3404,titanic,597
3408,erin brockovich,462
3409,final destination,9532
3410,soft fruit,117259
3411,babymother,78231
3413,impact,25503
3414,love is a many-splendored thing,53879
3418,thelma & louise,1541
3419,something for everyone,150043
3420,...and justice for all,17443
3421,animal house,8469
3422,she's gotta have it,27995
3423,school daze,36739
3424,do the right thing,925
3425,mo' better blues,41823
3426,jungle fever,1713
3427,coogan's bluff,26170
3430,death wish,13939
3432,death wish 3,24873
3433,death wish 4: the crackdown,26263
3435,double indemnity,996
3436,dying young,9079
3437,cool as ice,1496
3438,teenage mutant ninja turtles,1498
3439,teenage mutant ninja turtles ii: the secret of the ooze,1497
3440,teenage mutant ninja turtles iii,1499
3441,red dawn,1880
3442,band of the hand,33762
3443,born american,103960
3444,bloodsport,11690
3445,eyes of laura mars,29143
3446,funny bones,35292
3448,"good morning, vietnam",801
3450,grumpy old men,11520
3451,guess who's coming to dinner,1879
3452,romeo must die,2085
3453,here on earth,13539
3454,whatever it takes,16222
3455,buddy boy,109479
3457,waking the dead,37722
3459,gothic,33516
3460,hillbillys in a haunted house,99008
3461,lord of the flies,9960
3462,modern times,3082
3463,last resort,31875
3464,solar crisis,2102
3465,that's life!,52961
3466,heart and souls,12187
3467,hud,24748
3469,inherit the wind,1908
3470,dersu uzala,9764
3471,close encounters of the third kind,840
3473,jonah who will be 25 in the year 2000,42237
3474,retroactive,26689
3476,jacob's ladder,2291
3477,empire records,13531
3479,ladyhawke,526
3480,lucas,13346
3481,high fidelity,243
3482,price of glory,53263
3486,devil girl from mars,24212
3489,hook,879
3490,horror express,32613
3491,my chauffeur,39406
3494,true grit,17529
3495,roadside prophets,40841
3496,madame sousatzka,118098
3497,max dugan returns,1793
3498,midnight express,11327
3499,misery,1700
3500,mr. saturday night,54087
3501,murphy's romance,34322
3502,my life,41659
3504,network,10774
3505,no way out,10083
3506,north dallas forty,29786
3509,black and white,38809
3510,frequency,10559
3511,ready to rumble,20697
3512,return to me,2621
3513,rules of engagement,10479
3514,joe gould's secret,125709
3515,me myself i,49721
3516,"bell, book and candle",2006
3519,force 10 from navarone,17339
3520,how to stuff a wild bikini,26879
3521,mystery train,11305
3523,taffin,28975
3524,arthur,13665
3525,bachelor party,12309
3526,parenthood,1552
3527,predator,106
3531,all the vermeers in new york,123757
3534,28 days,10468
3535,american psycho,1359
3536,keeping the faith,4967
3537,where the money is,31776
3538,east is east,10557
3540,passion of mind,19214
3541,third world cop,46686
3542,coming apart,71402
3543,diner,13776
3544,shakes the clown,26291
3545,cabaret,10784
3546,what ever happened to baby jane?,10242
3547,prick up your ears,27857
3548,auntie mame,16347
3549,guys and dolls,4825
3551,marathon man,10518
3552,caddyshack,11977
3553,gossip,18041
3555,u-571,3536
3559,limelight,28971
3561,stacy's knights,310431
3562,committed,40562
3565,where the heart is,10564
3567,bossa nova,19600
3572,carnosaur,39283
3573,carnosaur 2,65460
3574,carnosaur 3: primal species,55667
3575,defying gravity,31978
3578,gladiator,98
3579,i dreamed of africa,21311
3580,up at the villa,47724
3581,human traffic,11129
3584,breathless,1058
3587,inferno,16395
3591,mr. mom,13105
3593,battlefield earth,5491
3594,center stage,10560
3595,held up,19489
3596,screwed,19419
3597,whipped,23531
3598,hamlet,10549
3599,anchors aweigh,17889
3600,blue hawaii,18228
3604,gypsy,39391
3605,king creole,18644
3606,on the town,31516
3607,one little indian,45827
3608,pee-wee's big adventure,5683
3609,regret to inform,113279
3610,roustabout,2094
3613,things change,52770
3614,honeymoon in vegas,12518
3615,dinosaur,10567
3616,loser,10642
3617,road trip,9285
3618,small time crooks,10569
3621,possession,21484
3624,shanghai noon,8584
3625,better living through circuitry,47295
3627,carnival of souls,16093
3628,flying tigers,29372
3631,it's in the water,21060
3632,monsieur verdoux,30588
3633,on her majesty's secret service,668
3634,seven days in may,23518
3638,moonraker,698
3642,in old california,40685
3644,dark command,40639
3646,big momma's house,9600
3647,running free,120077
3649,american gigolo,2768
3656,lured,30308
